Order ID,Order Date,Ship Mode,Segment,Region,Category,Sub-Category,Product Name,Sales,Cost,Profit,Month / Year
CA-2023-163370,2024-05-11,Second Class,Home Office,South,Office Supplies,Fasteners,Fasteners Product 63,105.72,86.4,19.319999999999993,May 2024
CA-2023-101283,2024-03-17,Same Day,Corporate,South,Office Supplies,Labels,Labels Product 59,90.83,68.45,22.379999999999995,Mar 2024
CA-2023-126819,2024-07-17,Standard Class,Corporate,East,Furniture,Bookcases,Bookcases Product 5,601.29,565.15,36.139999999999986,Jul 2024
CA-2023-195665,2023-09-25,Second Class,Home Office,Central,Technology,Copiers,Copiers Product 11,2011.67,1301.45,710.22,Sep 2023
CA-2023-146305,2024-05-24,Second Class,Home Office,South,Technology,Copiers,Copiers Product 30,1045.61,742.97,302.6399999999999,May 2024
CA-2023-195648,2024-01-21,Standard Class,Home Office,East,Furniture,Chairs,Chairs Product 41,143.2,134.71,8.48999999999998,Jan 2024
CA-2023-176975,2024-01-22,Same Day,Corporate,Central,Office Supplies,Binders,Binders Product 11,101.28,76.14,25.14,Jan 2024
CA-2023-187969,2023-04-23,Second Class,Home Office,Central,Technology,Machines,Machines Product 28,1321.56,987.8,333.76,Apr 2023
CA-2023-121447,2024-09-04,First Class,Home Office,East,Office Supplies,Fasteners,Fasteners Product 67,107.47,86.3,21.17,Sep 2024
CA-2023-171906,2024-09-16,Standard Class,Consumer,West,Office Supplies,Paper,Paper Product 14,32.41,25.48,6.929999999999996,Sep 2024
CA-2023-129516,2023-03-22,First Class,Corporate,Central,Technology,Phones,Phones Product 6,1801.57,1172.49,629.0799999999999,Mar 2023
CA-2023-102597,2024-11-29,Second Class,Consumer,West,Office Supplies,Art,Art Product 35,30.06,23.32,6.739999999999998,Nov 2024
CA-2023-123383,2023-04-23,Second Class,Corporate,South,Office Supplies,Fasteners,Fasteners Product 22,60.8,50.51,10.29,Apr 2023
CA-2023-121778,2023-01-02,Standard Class,Consumer,South,Technology,Machines,Machines Product 63,2262.73,1461.89,800.8399999999999,Jan 2023
CA-2023-152142,2024-10-03,Same Day,Corporate,East,Office Supplies,Envelopes,Envelopes Product 53,105.27,83.79,21.47999999999999,Oct 2024
CA-2023-177175,2023-08-08,Same Day,Consumer,Central,Office Supplies,Paper,Paper Product 53,33.65,27.98,5.669999999999998,Aug 2023
CA-2023-132762,2024-07-19,Same Day,Corporate,Central,Office Supplies,Art,Art Product 86,98.16,74.37,23.789999999999992,Jul 2024
CA-2023-174813,2023-08-13,Standard Class,Corporate,West,Technology,Machines,Machines Product 11,1425.31,976.65,448.65999999999997,Aug 2023
CA-2023-179151,2024-01-20,Same Day,Consumer,West,Technology,Accessories,Accessories Product 33,1351.91,902.69,449.22,Jan 2024
CA-2023-109168,2024-02-07,Second Class,Consumer,East,Office Supplies,Paper,Paper Product 87,121.93,91.41,30.52000000000001,Feb 2024
CA-2023-149678,2024-09-29,Standard Class,Home Office,South,Office Supplies,Envelopes,Envelopes Product 93,118.32,91.51,26.809999999999988,Sep 2024
CA-2023-178002,2023-05-10,Same Day,Home Office,West,Furniture,Chairs,Chairs Product 28,596.12,523.48,72.63999999999999,May 2023
CA-2023-100193,2023-02-22,Same Day,Corporate,West,Office Supplies,Envelopes,Envelopes Product 1,68.29,51.33,16.960000000000008,Feb 2023
CA-2023-126512,2024-11-14,Standard Class,Corporate,East,Office Supplies,Fasteners,Fasteners Product 8,22.03,17.61,4.420000000000002,Nov 2024
CA-2023-168336,2024-12-30,First Class,Corporate,West,Office Supplies,Binders,Binders Product 84,184.8,145.94,38.860000000000014,Dec 2024
CA-2023-158557,2024-11-02,Same Day,Home Office,Central,Office Supplies,Labels,Labels Product 97,115.18,84.02,31.16000000000001,Nov 2024
CA-2023-131337,2024-12-10,First Class,Corporate,South,Office Supplies,Labels,Labels Product 9,87.05,69.99,17.060000000000002,Dec 2024
CA-2023-135634,2024-02-20,First Class,Home Office,West,Technology,Phones,Phones Product 39,1285.98,963.89,322.09000000000003,Feb 2024
CA-2023-159518,2023-09-04,Second Class,Consumer,West,Office Supplies,Art,Art Product 19,11.95,9.26,2.6899999999999995,Sep 2023
CA-2023-168847,2024-03-14,Standard Class,Consumer,Central,Office Supplies,Labels,Labels Product 92,96.25,72.83,23.42,Mar 2024
CA-2023-152893,2023-07-22,Standard Class,Home Office,East,Technology,Copiers,Copiers Product 47,1701.27,1308.03,393.24,Jul 2023
CA-2023-124995,2023-07-03,Second Class,Consumer,East,Technology,Accessories,Accessories Product 28,368.34,260.28,108.06,Jul 2023
CA-2023-119086,2023-05-03,Standard Class,Home Office,West,Office Supplies,Paper,Paper Product 29,14.28,11.75,2.5299999999999994,May 2023
CA-2023-174637,2024-02-05,Second Class,Home Office,South,Office Supplies,Binders,Binders Product 39,117.94,89.36,28.58,Feb 2024
CA-2023-199932,2023-10-21,Second Class,Home Office,West,Technology,Copiers,Copiers Product 40,1511.68,993.03,518.6500000000001,Oct 2023
CA-2023-134624,2023-10-07,First Class,Consumer,West,Technology,Phones,Phones Product 85,959.25,690.85,268.4,Oct 2023
CA-2023-138392,2024-09-01,Second Class,Consumer,Central,Technology,Machines,Machines Product 18,881.54,580.43,301.11,Sep 2024
CA-2023-161049,2023-07-17,Second Class,Corporate,West,Office Supplies,Labels,Labels Product 67,39.3,31.16,8.139999999999997,Jul 2023
CA-2023-115434,2024-05-25,Same Day,Corporate,West,Technology,Machines,Machines Product 33,1546.52,1163.09,383.43000000000006,May 2024
CA-2023-168803,2023-05-24,Standard Class,Consumer,West,Office Supplies,Binders,Binders Product 20,26.82,20.85,5.969999999999999,May 2023
CA-2023-144014,2024-08-31,First Class,Home Office,West,Office Supplies,Binders,Binders Product 49,88.08,66.35,21.730000000000004,Aug 2024
CA-2023-191575,2023-07-20,Same Day,Corporate,West,Furniture,Furnishings,Furnishings Product 4,557.13,504.33,52.80000000000001,Jul 2023
CA-2023-198746,2023-05-04,First Class,Home Office,East,Furniture,Tables,Tables Product 26,436.61,414.19,22.420000000000016,May 2023
CA-2023-177362,2023-07-06,Second Class,Corporate,Central,Furniture,Tables,Tables Product 15,827.67,744.23,83.43999999999994,Jul 2023
CA-2023-171849,2023-11-22,Same Day,Consumer,West,Office Supplies,Binders,Binders Product 6,166.07,135.76,30.310000000000002,Nov 2023
CA-2023-120538,2024-04-08,First Class,Corporate,West,Office Supplies,Envelopes,Envelopes Product 96,69.18,56.81,12.370000000000005,Apr 2024
CA-2023-101932,2023-12-15,Second Class,Consumer,Central,Office Supplies,Envelopes,Envelopes Product 87,190.66,147.17,43.49000000000001,Dec 2023
CA-2023-170393,2024-10-21,Standard Class,Consumer,West,Office Supplies,Binders,Binders Product 21,112.1,83.55,28.549999999999997,Oct 2024
CA-2023-130654,2024-02-07,Same Day,Consumer,West,Technology,Machines,Machines Product 98,1164.36,862.76,301.5999999999999,Feb 2024
CA-2023-157169,2023-12-12,Same Day,Corporate,West,Office Supplies,Art,Art Product 19,160.27,118.99,41.280000000000015,Dec 2023
CA-2023-135428,2024-05-25,Same Day,Corporate,East,Office Supplies,Labels,Labels Product 64,26.12,19.06,7.060000000000002,May 2024
CA-2023-119595,2023-05-27,Second Class,Consumer,Central,Office Supplies,Binders,Binders Product 92,96.18,73.6,22.580000000000013,May 2023
CA-2023-148651,2023-05-28,Second Class,Consumer,South,Furniture,Furnishings,Furnishings Product 26,303.46,256.83,46.629999999999995,May 2023
CA-2023-178518,2024-12-11,Second Class,Corporate,West,Technology,Copiers,Copiers Product 62,2511.12,1734.7,776.4199999999998,Dec 2024
CA-2023-136593,2024-05-03,Standard Class,Home Office,South,Office Supplies,Art,Art Product 91,69.56,53.57,15.990000000000002,May 2024
CA-2023-141862,2024-10-01,Standard Class,Home Office,East,Office Supplies,Art,Art Product 73,82.0,62.2,19.799999999999997,Oct 2024
CA-2023-180018,2024-07-04,First Class,Corporate,East,Furniture,Chairs,Chairs Product 69,446.53,379.36,67.16999999999996,Jul 2024
CA-2023-199441,2023-12-04,Same Day,Corporate,Central,Office Supplies,Fasteners,Fasteners Product 43,52.47,38.96,13.509999999999998,Dec 2023
CA-2023-151151,2024-10-02,Same Day,Corporate,West,Technology,Accessories,Accessories Product 35,400.56,288.21,112.35000000000002,Oct 2024
CA-2023-110503,2024-04-17,Second Class,Consumer,East,Office Supplies,Paper,Paper Product 30,112.37,80.37,32.0,Apr 2024
CA-2023-186156,2023-05-31,Same Day,Consumer,Central,Furniture,Chairs,Chairs Product 73,350.74,306.34,44.400000000000034,May 2023
CA-2023-193718,2024-02-19,Standard Class,Corporate,East,Office Supplies,Envelopes,Envelopes Product 4,87.3,71.5,15.799999999999997,Feb 2024
CA-2023-141869,2023-10-25,Same Day,Consumer,South,Office Supplies,Fasteners,Fasteners Product 34,44.64,34.08,10.560000000000002,Oct 2023
CA-2023-180807,2024-09-02,Standard Class,Home Office,Central,Furniture,Bookcases,Bookcases Product 16,483.89,441.93,41.95999999999998,Sep 2024
CA-2023-110350,2023-09-20,First Class,Corporate,East,Office Supplies,Binders,Binders Product 8,15.27,11.93,3.34,Sep 2023
CA-2023-123782,2023-05-24,Standard Class,Home Office,East,Office Supplies,Fasteners,Fasteners Product 30,36.48,30.29,6.189999999999998,May 2023
CA-2023-130750,2023-12-12,Standard Class,Home Office,West,Technology,Phones,Phones Product 62,855.93,600.72,255.20999999999992,Dec 2023
CA-2023-100159,2024-09-15,Second Class,Corporate,West,Office Supplies,Envelopes,Envelopes Product 53,78.15,64.35,13.800000000000011,Sep 2024
CA-2023-156378,2024-07-25,First Class,Corporate,West,Technology,Accessories,Accessories Product 31,1187.16,888.6,298.56000000000006,Jul 2024
CA-2023-107016,2023-01-02,Same Day,Consumer,West,Office Supplies,Binders,Binders Product 95,111.93,83.26,28.67,Jan 2023
CA-2023-126917,2023-10-31,Standard Class,Home Office,West,Furniture,Chairs,Chairs Product 8,92.92,85.14,7.780000000000001,Oct 2023
CA-2023-141627,2023-09-11,First Class,Consumer,West,Furniture,Chairs,Chairs Product 19,802.47,755.34,47.129999999999995,Sep 2023
CA-2023-190930,2024-10-13,Standard Class,Home Office,South,Office Supplies,Binders,Binders Product 56,47.21,34.77,12.439999999999998,Oct 2024
CA-2023-162368,2024-03-28,Same Day,Home Office,Central,Technology,Phones,Phones Product 55,344.49,262.43,82.06,Mar 2024
CA-2023-129796,2023-02-06,Standard Class,Home Office,South,Furniture,Bookcases,Bookcases Product 47,284.31,240.67,43.640000000000015,Feb 2023
CA-2023-163115,2023-06-09,Standard Class,Corporate,East,Technology,Phones,Phones Product 48,379.82,247.51,132.31,Jun 2023
CA-2023-105355,2023-01-09,Standard Class,Home Office,Central,Office Supplies,Paper,Paper Product 82,61.37,50.22,11.149999999999999,Jan 2023
CA-2023-120808,2023-08-21,Second Class,Home Office,Central,Office Supplies,Envelopes,Envelopes Product 86,106.58,85.78,20.799999999999997,Aug 2023
CA-2023-185896,2023-04-09,Same Day,Home Office,East,Office Supplies,Labels,Labels Product 3,92.51,76.63,15.88000000000001,Apr 2023
CA-2023-162261,2024-10-20,Second Class,Consumer,South,Office Supplies,Envelopes,Envelopes Product 99,13.31,9.96,3.3499999999999996,Oct 2024
CA-2023-162507,2023-07-27,First Class,Consumer,Central,Office Supplies,Paper,Paper Product 13,20.32,15.59,4.73,Jul 2023
CA-2023-131881,2023-05-11,First Class,Consumer,Central,Office Supplies,Binders,Binders Product 17,8.37,6.84,1.5299999999999994,May 2023
CA-2023-101401,2024-02-08,Same Day,Corporate,Central,Technology,Copiers,Copiers Product 84,163.92,113.89,50.02999999999999,Feb 2024
CA-2023-103866,2023-06-01,Second Class,Consumer,East,Office Supplies,Paper,Paper Product 47,76.07,54.52,21.54999999999999,Jun 2023
CA-2023-130431,2023-02-23,Standard Class,Consumer,Central,Technology,Accessories,Accessories Product 58,507.07,354.43,152.64,Feb 2023
CA-2023-155668,2023-04-30,Same Day,Consumer,South,Office Supplies,Paper,Paper Product 51,48.39,40.32,8.07,Apr 2023
CA-2023-128151,2024-11-03,Same Day,Consumer,West,Furniture,Bookcases,Bookcases Product 4,1150.6,1008.48,142.1199999999999,Nov 2024
CA-2023-131131,2024-09-19,Standard Class,Home Office,East,Technology,Phones,Phones Product 44,576.43,419.53,156.89999999999998,Sep 2024
CA-2023-126423,2024-08-09,Same Day,Corporate,West,Furniture,Tables,Tables Product 32,860.73,792.66,68.07000000000005,Aug 2024
CA-2023-160614,2024-09-16,Second Class,Consumer,West,Furniture,Chairs,Chairs Product 10,236.1,203.74,32.359999999999985,Sep 2024
CA-2023-178915,2024-02-24,First Class,Home Office,Central,Office Supplies,Art,Art Product 65,25.83,18.96,6.869999999999997,Feb 2024
CA-2023-118990,2024-02-26,First Class,Consumer,Central,Office Supplies,Envelopes,Envelopes Product 26,49.83,37.05,12.780000000000001,Feb 2024
CA-2023-135063,2023-04-14,Second Class,Consumer,South,Furniture,Chairs,Chairs Product 27,458.74,422.98,35.75999999999999,Apr 2023
CA-2023-164805,2023-09-11,Second Class,Corporate,Central,Office Supplies,Labels,Labels Product 78,132.51,95.16,37.349999999999994,Sep 2023
CA-2023-138405,2023-08-15,Standard Class,Consumer,East,Office Supplies,Labels,Labels Product 33,63.73,48.57,15.159999999999997,Aug 2023
CA-2023-113979,2023-04-22,Same Day,Corporate,East,Furniture,Bookcases,Bookcases Product 68,759.69,644.86,114.83000000000004,Apr 2023
CA-2023-176221,2024-05-24,Standard Class,Home Office,West,Technology,Copiers,Copiers Product 18,1061.52,669.34,392.17999999999995,May 2024
CA-2023-158627,2024-04-17,Same Day,Home Office,Central,Office Supplies,Fasteners,Fasteners Product 98,89.53,64.12,25.409999999999997,Apr 2024
CA-2023-170902,2023-04-09,Same Day,Consumer,South,Office Supplies,Art,Art Product 94,76.11,54.54,21.57,Apr 2023
CA-2023-145242,2023-06-02,Same Day,Corporate,Central,Office Supplies,Fasteners,Fasteners Product 86,87.81,65.86,21.950000000000003,Jun 2023
CA-2023-169119,2023-12-04,Same Day,Corporate,Central,Office Supplies,Labels,Labels Product 85,11.17,8.79,2.380000000000001,Dec 2023
CA-2023-174671,2024-12-06,First Class,Corporate,West,Office Supplies,Envelopes,Envelopes Product 93,42.8,32.85,9.949999999999996,Dec 2024
CA-2023-140695,2023-06-12,First Class,Home Office,South,Office Supplies,Labels,Labels Product 1,6.96,5.04,1.92,Jun 2023
CA-2023-198932,2024-12-20,Second Class,Home Office,East,Furniture,Chairs,Chairs Product 91,706.37,616.74,89.63,Dec 2024
CA-2023-175731,2024-11-11,Standard Class,Home Office,West,Office Supplies,Paper,Paper Product 65,149.68,119.73,29.950000000000003,Nov 2024
CA-2023-198134,2023-06-10,Second Class,Home Office,East,Office Supplies,Binders,Binders Product 5,123.24,88.35,34.89,Jun 2023
CA-2023-126536,2024-08-02,Standard Class,Consumer,Central,Furniture,Chairs,Chairs Product 56,185.61,161.13,24.480000000000018,Aug 2024
CA-2023-166668,2024-02-02,Same Day,Home Office,South,Office Supplies,Art,Art Product 71,49.25,36.0,13.25,Feb 2024
CA-2023-174601,2023-10-04,Same Day,Home Office,West,Technology,Phones,Phones Product 93,1054.28,687.23,367.04999999999995,Oct 2023
CA-2023-193688,2024-05-18,First Class,Corporate,South,Office Supplies,Art,Art Product 37,74.1,61.41,12.689999999999998,May 2024
CA-2023-162433,2024-01-27,Standard Class,Corporate,Central,Office Supplies,Art,Art Product 34,106.89,84.4,22.489999999999995,Jan 2024
CA-2023-143884,2023-05-15,Standard Class,Home Office,East,Technology,Machines,Machines Product 62,226.87,163.56,63.31,May 2023
CA-2023-134148,2023-07-14,Standard Class,Corporate,East,Office Supplies,Labels,Labels Product 38,58.15,44.57,13.579999999999998,Jul 2023
CA-2023-122318,2024-02-05,Same Day,Corporate,Central,Furniture,Furnishings,Furnishings Product 36,234.0,222.81,11.189999999999998,Feb 2024
CA-2023-160957,2024-10-01,Second Class,Consumer,Central,Office Supplies,Labels,Labels Product 27,101.94,77.11,24.83,Oct 2024
CA-2023-196117,2023-02-02,Same Day,Home Office,East,Office Supplies,Paper,Paper Product 22,55.55,40.24,15.309999999999995,Feb 2023
CA-2023-145046,2024-11-18,First Class,Corporate,Central,Office Supplies,Labels,Labels Product 59,36.78,28.82,7.960000000000001,Nov 2024
CA-2023-112297,2024-04-04,Second Class,Consumer,West,Office Supplies,Fasteners,Fasteners Product 48,84.06,60.46,23.6,Apr 2024
CA-2023-102800,2024-04-14,Standard Class,Home Office,West,Office Supplies,Paper,Paper Product 36,22.76,17.34,5.420000000000002,Apr 2024
CA-2023-107263,2024-01-10,First Class,Home Office,Central,Technology,Machines,Machines Product 23,1899.29,1258.51,640.78,Jan 2024
CA-2023-113050,2023-01-22,Standard Class,Consumer,East,Furniture,Chairs,Chairs Product 70,759.71,696.27,63.440000000000055,Jan 2023
CA-2023-141520,2024-10-31,Same Day,Home Office,West,Office Supplies,Envelopes,Envelopes Product 64,24.41,19.95,4.460000000000001,Oct 2024
CA-2023-133919,2023-02-07,Same Day,Corporate,East,Office Supplies,Art,Art Product 43,66.16,50.84,15.319999999999993,Feb 2023
CA-2023-170305,2023-08-18,Standard Class,Home Office,East,Technology,Copiers,Copiers Product 59,1806.33,1216.57,589.76,Aug 2023
CA-2023-110578,2023-12-31,Standard Class,Consumer,West,Office Supplies,Fasteners,Fasteners Product 80,118.95,85.37,33.58,Dec 2023
CA-2023-158002,2024-07-16,Same Day,Home Office,South,Technology,Phones,Phones Product 89,2189.89,1446.12,743.77,Jul 2024
CA-2023-119477,2024-03-13,First Class,Consumer,Central,Furniture,Furnishings,Furnishings Product 7,569.34,518.77,50.57000000000005,Mar 2024
CA-2023-111442,2023-10-10,Second Class,Consumer,West,Office Supplies,Art,Art Product 53,119.83,85.81,34.019999999999996,Oct 2023
CA-2023-110808,2023-01-27,Same Day,Corporate,West,Office Supplies,Art,Art Product 59,61.18,44.11,17.07,Jan 2023
CA-2023-126049,2023-08-14,Second Class,Home Office,West,Office Supplies,Binders,Binders Product 33,61.66,46.11,15.549999999999997,Aug 2023
CA-2023-188278,2023-10-04,First Class,Corporate,West,Office Supplies,Fasteners,Fasteners Product 20,91.35,74.68,16.669999999999987,Oct 2023
CA-2023-125991,2024-08-31,Second Class,Corporate,West,Office Supplies,Binders,Binders Product 17,130.58,94.42,36.16000000000001,Aug 2024
CA-2023-101988,2023-10-11,Second Class,Corporate,West,Furniture,Tables,Tables Product 49,149.9,134.98,14.920000000000016,Oct 2023
CA-2023-122625,2024-04-25,Standard Class,Home Office,East,Office Supplies,Envelopes,Envelopes Product 24,15.9,12.03,3.870000000000001,Apr 2024
CA-2023-194426,2024-03-28,Standard Class,Home Office,South,Office Supplies,Fasteners,Fasteners Product 91,24.63,18.67,5.959999999999997,Mar 2024
CA-2023-126990,2024-10-20,Second Class,Corporate,West,Office Supplies,Envelopes,Envelopes Product 22,82.01,61.91,20.10000000000001,Oct 2024
CA-2023-194767,2024-05-30,Second Class,Consumer,West,Technology,Machines,Machines Product 59,1276.08,889.12,386.9599999999999,May 2024
CA-2023-179832,2024-06-30,Second Class,Consumer,South,Office Supplies,Labels,Labels Product 22,26.35,21.54,4.810000000000002,Jun 2024
CA-2023-184381,2023-07-11,Standard Class,Consumer,West,Technology,Phones,Phones Product 45,566.43,383.69,182.73999999999995,Jul 2023
CA-2023-177219,2023-02-18,Standard Class,Consumer,West,Office Supplies,Paper,Paper Product 32,78.4,56.49,21.910000000000004,Feb 2023
CA-2023-184021,2024-05-26,Second Class,Home Office,South,Office Supplies,Fasteners,Fasteners Product 85,17.64,14.68,2.960000000000001,May 2024
CA-2023-102426,2023-01-17,Standard Class,Home Office,East,Technology,Copiers,Copiers Product 92,2017.76,1305.85,711.9100000000001,Jan 2023
CA-2023-162956,2023-06-21,Same Day,Home Office,East,Office Supplies,Paper,Paper Product 23,92.09,68.71,23.38000000000001,Jun 2023
CA-2023-188056,2023-08-08,Second Class,Consumer,East,Furniture,Furnishings,Furnishings Product 34,65.57,60.31,5.259999999999991,Aug 2023
CA-2023-183104,2023-06-07,First Class,Corporate,West,Furniture,Chairs,Chairs Product 10,398.91,368.58,30.33000000000004,Jun 2023
CA-2023-114924,2024-04-21,Same Day,Corporate,West,Technology,Machines,Machines Product 65,1978.21,1252.18,726.03,Apr 2024
CA-2023-182409,2023-02-15,Standard Class,Consumer,East,Office Supplies,Art,Art Product 89,66.19,54.54,11.649999999999999,Feb 2023
CA-2023-186664,2024-01-08,Second Class,Home Office,West,Office Supplies,Envelopes,Envelopes Product 61,55.17,40.0,15.170000000000002,Jan 2024
CA-2023-143427,2024-06-01,Second Class,Home Office,South,Technology,Machines,Machines Product 92,1553.46,1087.65,465.80999999999995,Jun 2024
CA-2023-179052,2023-04-09,Same Day,Corporate,West,Office Supplies,Fasteners,Fasteners Product 61,105.03,79.58,25.450000000000003,Apr 2023
CA-2023-135842,2023-02-06,Second Class,Corporate,Central,Office Supplies,Envelopes,Envelopes Product 1,31.35,24.95,6.400000000000002,Feb 2023
CA-2023-135529,2023-10-07,Same Day,Consumer,Central,Technology,Phones,Phones Product 67,428.91,324.65,104.26000000000005,Oct 2023
CA-2023-198499,2023-12-15,Same Day,Home Office,West,Technology,Copiers,Copiers Product 23,1675.92,1087.02,588.9000000000001,Dec 2023
CA-2023-171832,2024-05-11,Standard Class,Home Office,East,Office Supplies,Labels,Labels Product 55,52.73,38.61,14.119999999999997,May 2024
CA-2023-161753,2023-10-29,First Class,Consumer,West,Technology,Copiers,Copiers Product 61,1391.02,985.1,405.91999999999996,Oct 2023
CA-2023-192789,2023-06-30,Standard Class,Corporate,South,Office Supplies,Art,Art Product 76,106.33,83.74,22.590000000000003,Jun 2023
CA-2023-159848,2024-08-29,Standard Class,Home Office,Central,Technology,Machines,Machines Product 13,887.12,680.32,206.79999999999995,Aug 2024
CA-2023-105520,2023-04-09,First Class,Consumer,Central,Office Supplies,Envelopes,Envelopes Product 6,32.8,26.81,5.989999999999998,Apr 2023
CA-2023-170269,2024-11-30,First Class,Corporate,South,Office Supplies,Fasteners,Fasteners Product 10,37.1,30.49,6.610000000000003,Nov 2024
CA-2023-192365,2023-04-26,First Class,Home Office,East,Office Supplies,Art,Art Product 19,34.06,26.12,7.940000000000001,Apr 2023
CA-2023-108328,2023-07-10,First Class,Consumer,West,Office Supplies,Fasteners,Fasteners Product 19,127.28,96.19,31.090000000000003,Jul 2023
CA-2023-105618,2023-09-10,Standard Class,Corporate,West,Office Supplies,Binders,Binders Product 93,27.7,21.31,6.390000000000001,Sep 2023
CA-2023-193500,2023-06-10,Standard Class,Home Office,East,Office Supplies,Labels,Labels Product 26,92.47,71.18,21.289999999999992,Jun 2023
CA-2023-105126,2023-09-13,Second Class,Consumer,South,Office Supplies,Labels,Labels Product 65,58.24,42.23,16.010000000000005,Sep 2023
CA-2023-132130,2023-11-19,First Class,Consumer,West,Furniture,Chairs,Chairs Product 32,1196.42,1039.47,156.95000000000005,Nov 2023
CA-2023-159191,2023-05-08,Standard Class,Consumer,Central,Office Supplies,Paper,Paper Product 80,99.76,74.48,25.28,May 2023
CA-2023-100717,2023-01-18,Standard Class,Home Office,Central,Office Supplies,Envelopes,Envelopes Product 41,49.84,36.69,13.150000000000006,Jan 2023
CA-2023-134872,2024-07-19,Same Day,Corporate,South,Technology,Machines,Machines Product 48,168.92,118.71,50.209999999999994,Jul 2024
CA-2023-138759,2024-07-23,Same Day,Home Office,East,Office Supplies,Fasteners,Fasteners Product 57,62.47,50.53,11.939999999999998,Jul 2024
CA-2023-102382,2023-11-19,Same Day,Consumer,West,Technology,Accessories,Accessories Product 93,1446.34,938.48,507.8599999999999,Nov 2023
CA-2023-179930,2024-11-16,First Class,Corporate,West,Office Supplies,Art,Art Product 60,73.22,57.45,15.769999999999996,Nov 2024
CA-2023-164925,2024-09-17,First Class,Corporate,Central,Office Supplies,Binders,Binders Product 49,53.0,38.24,14.759999999999998,Sep 2024
CA-2023-154319,2023-10-15,Standard Class,Consumer,West,Office Supplies,Envelopes,Envelopes Product 45,17.16,14.06,3.0999999999999996,Oct 2023
CA-2023-189791,2024-10-24,Same Day,Consumer,West,Office Supplies,Binders,Binders Product 92,92.69,77.06,15.629999999999995,Oct 2024
CA-2023-193583,2024-09-30,First Class,Home Office,West,Furniture,Furnishings,Furnishings Product 64,368.39,343.07,25.319999999999993,Sep 2024
CA-2023-156233,2023-06-04,Same Day,Corporate,West,Office Supplies,Binders,Binders Product 11,79.57,59.99,19.57999999999999,Jun 2023
CA-2023-110625,2024-05-04,Second Class,Corporate,South,Office Supplies,Art,Art Product 44,29.84,22.61,7.23,May 2024
CA-2023-149522,2024-01-21,Second Class,Home Office,Central,Office Supplies,Paper,Paper Product 96,74.27,60.54,13.729999999999997,Jan 2024
CA-2023-151877,2023-04-14,First Class,Corporate,East,Office Supplies,Fasteners,Fasteners Product 94,88.67,70.77,17.900000000000006,Apr 2023
CA-2023-166458,2024-01-28,Same Day,Home Office,East,Office Supplies,Envelopes,Envelopes Product 53,61.52,49.0,12.520000000000003,Jan 2024
CA-2023-125939,2023-09-03,Second Class,Consumer,Central,Technology,Copiers,Copiers Product 33,1190.07,746.13,443.93999999999994,Sep 2023
CA-2023-180764,2023-06-25,Standard Class,Home Office,Central,Office Supplies,Paper,Paper Product 60,61.49,49.08,12.410000000000004,Jun 2023
CA-2023-165901,2023-02-08,First Class,Home Office,South,Furniture,Tables,Tables Product 77,710.76,637.83,72.92999999999995,Feb 2023
CA-2023-186908,2024-04-21,Same Day,Corporate,East,Technology,Accessories,Accessories Product 20,1771.07,1147.21,623.8599999999999,Apr 2024
CA-2023-192617,2024-11-12,First Class,Consumer,West,Technology,Phones,Phones Product 95,2654.07,1721.19,932.8800000000001,Nov 2024
CA-2023-176234,2024-06-21,First Class,Consumer,Central,Furniture,Chairs,Chairs Product 75,344.61,288.58,56.03000000000003,Jun 2024
CA-2023-132933,2024-02-12,First Class,Corporate,South,Furniture,Furnishings,Furnishings Product 49,586.61,540.76,45.85000000000002,Feb 2024
CA-2023-186724,2024-06-08,Standard Class,Consumer,West,Office Supplies,Art,Art Product 25,7.64,5.51,2.13,Jun 2024
CA-2023-133340,2024-05-20,First Class,Consumer,East,Furniture,Chairs,Chairs Product 83,689.4,617.55,71.85000000000002,May 2024
CA-2023-168798,2023-02-05,First Class,Consumer,South,Technology,Machines,Machines Product 12,1964.72,1400.8,563.9200000000001,Feb 2023
CA-2023-179768,2024-11-15,Second Class,Home Office,South,Office Supplies,Fasteners,Fasteners Product 61,164.02,122.13,41.890000000000015,Nov 2024
CA-2023-191051,2023-01-20,Standard Class,Home Office,Central,Office Supplies,Fasteners,Fasteners Product 89,56.15,40.45,15.699999999999996,Jan 2023
CA-2023-172518,2023-11-17,Same Day,Consumer,East,Office Supplies,Binders,Binders Product 76,116.79,86.54,30.25,Nov 2023
CA-2023-186669,2024-05-26,Second Class,Corporate,Central,Furniture,Tables,Tables Product 59,647.55,550.82,96.7299999999999,May 2024
CA-2023-168226,2024-02-04,Same Day,Corporate,West,Office Supplies,Envelopes,Envelopes Product 77,64.47,48.21,16.259999999999998,Feb 2024
CA-2023-124519,2024-10-15,Same Day,Home Office,East,Office Supplies,Paper,Paper Product 8,43.35,31.32,12.030000000000001,Oct 2024
CA-2023-194835,2024-04-15,First Class,Corporate,Central,Furniture,Tables,Tables Product 7,129.42,113.42,15.999999999999986,Apr 2024
CA-2023-188151,2023-05-23,Same Day,Home Office,East,Office Supplies,Art,Art Product 51,110.52,89.18,21.33999999999999,May 2023
CA-2023-115160,2023-04-02,Same Day,Home Office,Central,Furniture,Tables,Tables Product 94,648.25,568.41,79.84000000000003,Apr 2023
