Order ID,Order Date,Ship Mode,Segment,Region,Category,Sub-Category,Product Name,Sales,Cost
CA-2023-135428,05/25/2024,Same Day,Corporate,East,Office Supplies,Labels,Labels Product 64,26.12,19.06
CA-2023-119595,05/27/2023,Second Class,Consumer,Central,Office Supplies,Binders,Binders Product 92,96.18,73.6
CA-2023-148651,05/28/2023,Second Class,Consumer,South,Furniture,Furnishings,Furnishings Product 26,303.46,256.83
CA-2023-178518,12/11/2024,Second Class,Corporate,West,Technology,Copiers,Copiers Product 62,2511.12,1734.7
CA-2023-136593,05/03/2024,Standard Class,Home Office,South,Office Supplies,Art,Art Product 91,69.56,53.57
CA-2023-141862,10/01/2024,Standard Class,Home Office,East,Office Supplies,Art,Art Product 73,82.0,62.2
CA-2023-180018,07/04/2024,First Class,Corporate,East,Furniture,Chairs,Chairs Product 69,446.53,379.36
CA-2023-199441,12/04/2023,Same Day,Corporate,Central,Office Supplies,Fasteners,Fasteners Product 43,52.47,38.96
CA-2023-151151,10/02/2024,Same Day,Corporate,West,Technology,Accessories,Accessories Product 35,400.56,288.21
CA-2023-110503,04/17/2024,Second Class,Consumer,East,Office Supplies,Paper,Paper Product 30,112.37,80.37
CA-2023-186156,05/31/2023,Same Day,Consumer,Central,Furniture,Chairs,Chairs Product 73,350.74,306.34
CA-2023-193718,02/19/2024,Standard Class,Corporate,East,Office Supplies,Envelopes,Envelopes Product 4,87.3,71.5
CA-2023-141869,10/25/2023,Same Day,Consumer,South,Office Supplies,Fasteners,Fasteners Product 34,44.64,34.08
CA-2023-180807,09/02/2024,Standard Class,Home Office,Central,Furniture,Bookcases,Bookcases Product 16,483.89,441.93
CA-2023-110350,09/20/2023,First Class,Corporate,East,Office Supplies,Binders,Binders Product 8,15.27,11.93
CA-2023-123782,05/24/2023,Standard Class,Home Office,East,Office Supplies,Fasteners,Fasteners Product 30,36.48,30.29
CA-2023-130750,12/12/2023,Standard Class,Home Office,West,Technology,Phones,Phones Product 62,855.93,600.72
CA-2023-100159,09/15/2024,Second Class,Corporate,West,Office Supplies,Envelopes,Envelopes Product 53,78.15,64.35
CA-2023-156378,07/25/2024,First Class,Corporate,West,Technology,Accessories,Accessories Product 31,1187.16,888.6
CA-2023-107016,01/02/2023,Same Day,Consumer,West,Office Supplies,Binders,Binders Product 95,111.93,83.26
CA-2023-126917,10/31/2023,Standard Class,Home Office,West,Furniture,Chairs,Chairs Product 8,92.92,85.14
CA-2023-141627,09/11/2023,First Class,Consumer,West,Furniture,Chairs,Chairs Product 19,802.47,755.34
CA-2023-190930,10/13/2024,Standard Class,Home Office,South,Office Supplies,Binders,Binders Product 56,47.21,34.77
CA-2023-162368,03/28/2024,Same Day,Home Office,Central,Technology,Phones,Phones Product 55,344.49,262.43
CA-2023-129796,02/06/2023,Standard Class,Home Office,South,Furniture,Bookcases,Bookcases Product 47,284.31,240.67
CA-2023-163115,06/09/2023,Standard Class,Corporate,East,Technology,Phones,Phones Product 48,379.82,247.51
CA-2023-105355,01/09/2023,Standard Class,Home Office,Central,Office Supplies,Paper,Paper Product 82,61.37,50.22
CA-2023-120808,08/21/2023,Second Class,Home Office,Central,Office Supplies,Envelopes,Envelopes Product 86,106.58,85.78
CA-2023-185896,04/09/2023,Same Day,Home Office,East,Office Supplies,Labels,Labels Product 3,92.51,76.63
CA-2023-162261,10/20/2024,Second Class,Consumer,South,Office Supplies,Envelopes,Envelopes Product 99,13.31,9.96
CA-2023-162507,07/27/2023,First Class,Consumer,Central,Office Supplies,Paper,Paper Product 13,20.32,15.59
CA-2023-131881,05/11/2023,First Class,Consumer,Central,Office Supplies,Binders,Binders Product 17,8.37,6.84
CA-2023-101401,02/08/2024,Same Day,Corporate,Central,Technology,Copiers,Copiers Product 84,163.92,113.89
CA-2023-103866,06/01/2023,Second Class,Consumer,East,Office Supplies,Paper,Paper Product 47,76.07,54.52
CA-2023-130431,02/23/2023,Standard Class,Consumer,Central,Technology,Accessories,Accessories Product 58,507.07,354.43
CA-2023-155668,04/30/2023,Same Day,Consumer,South,Office Supplies,Paper,Paper Product 51,48.39,40.32
CA-2023-128151,11/03/2024,Same Day,Consumer,West,Furniture,Bookcases,Bookcases Product 4,1150.6,1008.48
CA-2023-131131,09/19/2024,Standard Class,Home Office,East,Technology,Phones,Phones Product 44,576.43,419.53
CA-2023-126423,08/09/2024,Same Day,Corporate,West,Furniture,Tables,Tables Product 32,860.73,792.66
CA-2023-160614,09/16/2024,Second Class,Consumer,West,Furniture,Chairs,Chairs Product 10,236.1,203.74
CA-2023-178915,02/24/2024,First Class,Home Office,Central,Office Supplies,Art,Art Product 65,25.83,18.96
CA-2023-118990,02/26/2024,First Class,Consumer,Central,Office Supplies,Envelopes,Envelopes Product 26,49.83,37.05
CA-2023-135063,04/14/2023,Second Class,Consumer,South,Furniture,Chairs,Chairs Product 27,458.74,422.98
CA-2023-164805,09/11/2023,Second Class,Corporate,Central,Office Supplies,Labels,Labels Product 78,132.51,95.16
CA-2023-138405,08/15/2023,Standard Class,Consumer,East,Office Supplies,Labels,Labels Product 33,63.73,48.57
CA-2023-113979,04/22/2023,Same Day,Corporate,East,Furniture,Bookcases,Bookcases Product 68,759.69,644.86
CA-2023-176221,05/24/2024,Standard Class,Home Office,West,Technology,Copiers,Copiers Product 18,1061.52,669.34
CA-2023-158627,04/17/2024,Same Day,Home Office,Central,Office Supplies,Fasteners,Fasteners Product 98,89.53,64.12
CA-2023-170902,04/09/2023,Same Day,Consumer,South,Office Supplies,Art,Art Product 94,76.11,54.54
CA-2023-145242,06/02/2023,Same Day,Corporate,Central,Office Supplies,Fasteners,Fasteners Product 86,87.81,65.86
CA-2023-169119,12/04/2023,Same Day,Corporate,Central,Office Supplies,Labels,Labels Product 85,11.17,8.79
CA-2023-174671,12/06/2024,First Class,Corporate,West,Office Supplies,Envelopes,Envelopes Product 93,42.8,32.85
CA-2023-140695,06/12/2023,First Class,Home Office,South,Office Supplies,Labels,Labels Product 1,6.96,5.04
CA-2023-198932,12/20/2024,Second Class,Home Office,East,Furniture,Chairs,Chairs Product 91,706.37,616.74
CA-2023-175731,11/11/2024,Standard Class,Home Office,West,Office Supplies,Paper,Paper Product 65,149.68,119.73
CA-2023-198134,06/10/2023,Second Class,Home Office,East,Office Supplies,Binders,Binders Product 5,123.24,88.35
CA-2023-126536,08/02/2024,Standard Class,Consumer,Central,Furniture,Chairs,Chairs Product 56,185.61,161.13
CA-2023-166668,02/02/2024,Same Day,Home Office,South,Office Supplies,Art,Art Product 71,49.25,36.0
CA-2023-174601,10/04/2023,Same Day,Home Office,West,Technology,Phones,Phones Product 93,1054.28,687.23
CA-2023-193688,05/18/2024,First Class,Corporate,South,Office Supplies,Art,Art Product 37,74.1,61.41
CA-2023-162433,01/27/2024,Standard Class,Corporate,Central,Office Supplies,Art,Art Product 34,106.89,84.4
CA-2023-143884,05/15/2023,Standard Class,Home Office,East,Technology,Machines,Machines Product 62,226.87,163.56
CA-2023-134148,07/14/2023,Standard Class,Corporate,East,Office Supplies,Labels,Labels Product 38,58.15,44.57
CA-2023-122318,02/05/2024,Same Day,Corporate,Central,Furniture,Furnishings,Furnishings Product 36,234.0,222.81
CA-2023-160957,10/01/2024,Second Class,Consumer,Central,Office Supplies,Labels,Labels Product 27,101.94,77.11
CA-2023-196117,02/02/2023,Same Day,Home Office,East,Office Supplies,Paper,Paper Product 22,55.55,40.24
CA-2023-145046,11/18/2024,First Class,Corporate,Central,Office Supplies,Labels,Labels Product 59,36.78,28.82
CA-2023-112297,04/04/2024,Second Class,Consumer,West,Office Supplies,Fasteners,Fasteners Product 48,84.06,60.46
CA-2023-102800,04/14/2024,Standard Class,Home Office,West,Office Supplies,Paper,Paper Product 36,22.76,17.34
CA-2023-107263,01/10/2024,First Class,Home Office,Central,Technology,Machines,Machines Product 23,1899.29,1258.51
CA-2023-113050,01/22/2023,Standard Class,Consumer,East,Furniture,Chairs,Chairs Product 70,759.71,696.27
CA-2023-141520,10/31/2024,Same Day,Home Office,West,Office Supplies,Envelopes,Envelopes Product 64,24.41,19.95
CA-2023-133919,02/07/2023,Same Day,Corporate,East,Office Supplies,Art,Art Product 43,66.16,50.84
CA-2023-170305,08/18/2023,Standard Class,Home Office,East,Technology,Copiers,Copiers Product 59,1806.33,1216.57
CA-2023-110578,12/31/2023,Standard Class,Consumer,West,Office Supplies,Fasteners,Fasteners Product 80,118.95,85.37
CA-2023-158002,07/16/2024,Same Day,Home Office,South,Technology,Phones,Phones Product 89,2189.89,1446.12
CA-2023-119477,03/13/2024,First Class,Consumer,Central,Furniture,Furnishings,Furnishings Product 7,569.34,518.77
CA-2023-111442,10/10/2023,Second Class,Consumer,West,Office Supplies,Art,Art Product 53,119.83,85.81
CA-2023-110808,01/27/2023,Same Day,Corporate,West,Office Supplies,Art,Art Product 59,61.18,44.11
CA-2023-126049,08/14/2023,Second Class,Home Office,West,Office Supplies,Binders,Binders Product 33,61.66,46.11
CA-2023-188278,10/04/2023,First Class,Corporate,West,Office Supplies,Fasteners,Fasteners Product 20,91.35,74.68
CA-2023-125991,08/31/2024,Second Class,Corporate,West,Office Supplies,Binders,Binders Product 17,130.58,94.42
CA-2023-101988,10/11/2023,Second Class,Corporate,West,Furniture,Tables,Tables Product 49,149.9,134.98
CA-2023-122625,04/25/2024,Standard Class,Home Office,East,Office Supplies,Envelopes,Envelopes Product 24,15.9,12.03
CA-2023-194426,03/28/2024,Standard Class,Home Office,South,Office Supplies,Fasteners,Fasteners Product 91,24.63,18.67
CA-2023-126990,10/20/2024,Second Class,Corporate,West,Office Supplies,Envelopes,Envelopes Product 22,82.01,61.91
CA-2023-194767,05/30/2024,Second Class,Consumer,West,Technology,Machines,Machines Product 59,1276.08,889.12
CA-2023-179832,06/30/2024,Second Class,Consumer,South,Office Supplies,Labels,Labels Product 22,26.35,21.54
CA-2023-184381,07/11/2023,Standard Class,Consumer,West,Technology,Phones,Phones Product 45,566.43,383.69
CA-2023-177219,02/18/2023,Standard Class,Consumer,West,Office Supplies,Paper,Paper Product 32,78.4,56.49
CA-2023-184021,05/26/2024,Second Class,Home Office,South,Office Supplies,Fasteners,Fasteners Product 85,17.64,14.68
CA-2023-102426,01/17/2023,Standard Class,Home Office,East,Technology,Copiers,Copiers Product 92,2017.76,1305.85
CA-2023-162956,06/21/2023,Same Day,Home Office,East,Office Supplies,Paper,Paper Product 23,92.09,68.71
CA-2023-188056,08/08/2023,Second Class,Consumer,East,Furniture,Furnishings,Furnishings Product 34,65.57,60.31
CA-2023-183104,06/07/2023,First Class,Corporate,West,Furniture,Chairs,Chairs Product 10,398.91,368.58
CA-2023-114924,04/21/2024,Same Day,Corporate,West,Technology,Machines,Machines Product 65,1978.21,1252.18
CA-2023-182409,02/15/2023,Standard Class,Consumer,East,Office Supplies,Art,Art Product 89,66.19,54.54
CA-2023-186664,01/08/2024,Second Class,Home Office,West,Office Supplies,Envelopes,Envelopes Product 61,55.17,40.0
CA-2023-143427,06/01/2024,Second Class,Home Office,South,Technology,Machines,Machines Product 92,1553.46,1087.65
CA-2023-179052,04/09/2023,Same Day,Corporate,West,Office Supplies,Fasteners,Fasteners Product 61,105.03,79.58
CA-2023-135842,02/06/2023,Second Class,Corporate,Central,Office Supplies,Envelopes,Envelopes Product 1,31.35,24.95
CA-2023-135529,10/07/2023,Same Day,Consumer,Central,Technology,Phones,Phones Product 67,428.91,324.65
CA-2023-198499,12/15/2023,Same Day,Home Office,West,Technology,Copiers,Copiers Product 23,1675.92,1087.02
CA-2023-171832,05/11/2024,Standard Class,Home Office,East,Office Supplies,Labels,Labels Product 55,52.73,38.61
CA-2023-161753,10/29/2023,First Class,Consumer,West,Technology,Copiers,Copiers Product 61,1391.02,985.1
CA-2023-192789,06/30/2023,Standard Class,Corporate,South,Office Supplies,Art,Art Product 76,106.33,83.74
CA-2023-159848,08/29/2024,Standard Class,Home Office,Central,Technology,Machines,Machines Product 13,887.12,680.32
CA-2023-105520,04/09/2023,First Class,Consumer,Central,Office Supplies,Envelopes,Envelopes Product 6,32.8,26.81
CA-2023-170269,11/30/2024,First Class,Corporate,South,Office Supplies,Fasteners,Fasteners Product 10,37.1,30.49
CA-2023-192365,04/26/2023,First Class,Home Office,East,Office Supplies,Art,Art Product 19,34.06,26.12
CA-2023-108328,07/10/2023,First Class,Consumer,West,Office Supplies,Fasteners,Fasteners Product 19,127.28,96.19
CA-2023-105618,09/10/2023,Standard Class,Corporate,West,Office Supplies,Binders,Binders Product 93,27.7,21.31
CA-2023-193500,06/10/2023,Standard Class,Home Office,East,Office Supplies,Labels,Labels Product 26,92.47,71.18
CA-2023-105126,09/13/2023,Second Class,Consumer,South,Office Supplies,Labels,Labels Product 65,58.24,42.23
CA-2023-132130,11/19/2023,First Class,Consumer,West,Furniture,Chairs,Chairs Product 32,1196.42,1039.47
CA-2023-159191,05/08/2023,Standard Class,Consumer,Central,Office Supplies,Paper,Paper Product 80,99.76,74.48
CA-2023-100717,01/18/2023,Standard Class,Home Office,Central,Office Supplies,Envelopes,Envelopes Product 41,49.84,36.69
CA-2023-134872,07/19/2024,Same Day,Corporate,South,Technology,Machines,Machines Product 48,168.92,118.71
CA-2023-138759,07/23/2024,Same Day,Home Office,East,Office Supplies,Fasteners,Fasteners Product 57,62.47,50.53
CA-2023-102382,11/19/2023,Same Day,Consumer,West,Technology,Accessories,Accessories Product 93,1446.34,938.48
CA-2023-179930,11/16/2024,First Class,Corporate,West,Office Supplies,Art,Art Product 60,73.22,57.45
CA-2023-164925,09/17/2024,First Class,Corporate,Central,Office Supplies,Binders,Binders Product 49,53.0,38.24
CA-2023-154319,10/15/2023,Standard Class,Consumer,West,Office Supplies,Envelopes,Envelopes Product 45,17.16,14.06
CA-2023-189791,10/24/2024,Same Day,Consumer,West,Office Supplies,Binders,Binders Product 92,92.69,77.06
CA-2023-193583,09/30/2024,First Class,Home Office,West,Furniture,Furnishings,Furnishings Product 64,368.39,343.07
CA-2023-156233,06/04/2023,Same Day,Corporate,West,Office Supplies,Binders,Binders Product 11,79.57,59.99
CA-2023-110625,05/04/2024,Second Class,Corporate,South,Office Supplies,Art,Art Product 44,29.84,22.61
CA-2023-149522,01/21/2024,Second Class,Home Office,Central,Office Supplies,Paper,Paper Product 96,74.27,60.54
CA-2023-151877,04/14/2023,First Class,Corporate,East,Office Supplies,Fasteners,Fasteners Product 94,88.67,70.77
CA-2023-166458,01/28/2024,Same Day,Home Office,East,Office Supplies,Envelopes,Envelopes Product 53,61.52,49.0
CA-2023-125939,09/03/2023,Second Class,Consumer,Central,Technology,Copiers,Copiers Product 33,1190.07,746.13
CA-2023-180764,06/25/2023,Standard Class,Home Office,Central,Office Supplies,Paper,Paper Product 60,61.49,49.08
CA-2023-165901,02/08/2023,First Class,Home Office,South,Furniture,Tables,Tables Product 77,710.76,637.83
CA-2023-186908,04/21/2024,Same Day,Corporate,East,Technology,Accessories,Accessories Product 20,1771.07,1147.21
CA-2023-192617,11/12/2024,First Class,Consumer,West,Technology,Phones,Phones Product 95,2654.07,1721.19
CA-2023-176234,06/21/2024,First Class,Consumer,Central,Furniture,Chairs,Chairs Product 75,344.61,288.58
CA-2023-132933,02/12/2024,First Class,Corporate,South,Furniture,Furnishings,Furnishings Product 49,586.61,540.76
CA-2023-186724,06/08/2024,Standard Class,Consumer,West,Office Supplies,Art,Art Product 25,7.64,5.51
CA-2023-133340,05/20/2024,First Class,Consumer,East,Furniture,Chairs,Chairs Product 83,689.4,617.55
CA-2023-168798,02/05/2023,First Class,Consumer,South,Technology,Machines,Machines Product 12,1964.72,1400.8
CA-2023-179768,11/15/2024,Second Class,Home Office,South,Office Supplies,Fasteners,Fasteners Product 61,164.02,122.13
CA-2023-191051,01/20/2023,Standard Class,Home Office,Central,Office Supplies,Fasteners,Fasteners Product 89,56.15,40.45
CA-2023-172518,11/17/2023,Same Day,Consumer,East,Office Supplies,Binders,Binders Product 76,116.79,86.54
CA-2023-186669,05/26/2024,Second Class,Corporate,Central,Furniture,Tables,Tables Product 59,647.55,550.82
CA-2023-168226,02/04/2024,Same Day,Corporate,West,Office Supplies,Envelopes,Envelopes Product 77,64.47,48.21
CA-2023-124519,10/15/2024,Same Day,Home Office,East,Office Supplies,Paper,Paper Product 8,43.35,31.32
CA-2023-194835,04/15/2024,First Class,Corporate,Central,Furniture,Tables,Tables Product 7,129.42,113.42
CA-2023-188151,05/23/2023,Same Day,Home Office,East,Office Supplies,Art,Art Product 51,110.52,89.18
CA-2023-115160,04/02/2023,Same Day,Home Office,Central,Furniture,Tables,Tables Product 94,648.25,568.41
CA-2023-178768,12/20/2023,Standard Class,Corporate,South,Furniture,Furnishings,Furnishings Product 19,179.92,150.39
CA-2023-125338,12/27/2024,Same Day,Corporate,East,Office Supplies,Binders,Binders Product 10,21.89,17.62
CA-2023-165149,02/20/2023,Standard Class,Home Office,Central,Furniture,Bookcases,Bookcases Product 64,191.9,160.46
CA-2023-115408,10/26/2024,Same Day,Consumer,West,Office Supplies,Fasteners,Fasteners Product 36,9.49,6.95
CA-2023-112453,11/28/2024,First Class,Home Office,East,Office Supplies,Fasteners,Fasteners Product 22,183.65,135.5
CA-2023-110692,07/28/2024,Same Day,Corporate,Central,Office Supplies,Art,Art Product 24,79.64,58.52
CA-2023-185238,07/09/2023,First Class,Home Office,West,Office Supplies,Envelopes,Envelopes Product 55,62.46,51.34
CA-2023-170744,05/05/2023,Same Day,Corporate,Central,Furniture,Furnishings,Furnishings Product 40,348.24,322.86
CA-2023-186694,05/30/2023,Standard Class,Consumer,Central,Office Supplies,Binders,Binders Product 40,45.53,34.82
CA-2023-180072,11/10/2023,First Class,Corporate,Central,Office Supplies,Art,Art Product 71,106.11,81.99
CA-2023-144739,07/23/2024,First Class,Consumer,West,Furniture,Furnishings,Furnishings Product 13,390.34,355.1
CA-2023-180059,12/08/2023,Second Class,Corporate,West,Technology,Phones,Phones Product 4,762.41,518.53
CA-2023-180357,11/01/2023,First Class,Corporate,South,Technology,Copiers,Copiers Product 53,1395.95,931.56
CA-2023-199023,11/22/2024,Second Class,Consumer,West,Office Supplies,Envelopes,Envelopes Product 72,99.22,77.43
CA-2023-186402,11/12/2024,Same Day,Home Office,West,Office Supplies,Fasteners,Fasteners Product 59,82.76,60.87
CA-2023-163400,02/23/2023,First Class,Corporate,West,Technology,Machines,Machines Product 84,914.36,572.71
CA-2023-102985,03/19/2024,Second Class,Consumer,West,Office Supplies,Fasteners,Fasteners Product 77,101.22,76.41
CA-2023-116279,09/04/2024,Second Class,Corporate,South,Office Supplies,Envelopes,Envelopes Product 23,61.66,48.54
CA-2023-190022,09/21/2023,Standard Class,Consumer,Central,Office Supplies,Art,Art Product 61,38.17,27.62
CA-2023-152509,02/22/2023,First Class,Consumer,Central,Furniture,Tables,Tables Product 93,699.06,620.32
CA-2023-147764,07/25/2024,Same Day,Home Office,West,Office Supplies,Binders,Binders Product 83,25.59,21.22
CA-2023-178388,09/11/2024,First Class,Corporate,West,Office Supplies,Paper,Paper Product 52,67.05,49.49
CA-2023-113409,01/05/2023,Same Day,Consumer,West,Technology,Machines,Machines Product 12,424.87,324.95
CA-2023-118074,04/13/2023,Second Class,Consumer,West,Office Supplies,Fasteners,Fasteners Product 42,113.78,91.92
CA-2023-175476,07/15/2023,Standard Class,Home Office,South,Office Supplies,Art,Art Product 86,78.49,59.0
CA-2023-125832,12/16/2023,Standard Class,Home Office,West,Furniture,Chairs,Chairs Product 88,1023.38,918.1
CA-2023-141830,02/16/2023,Same Day,Home Office,West,Furniture,Bookcases,Bookcases Product 19,285.53,270.33
CA-2023-156563,10/17/2024,Same Day,Corporate,East,Furniture,Furnishings,Furnishings Product 43,817.86,686.08
CA-2023-135944,09/26/2023,Same Day,Home Office,West,Office Supplies,Labels,Labels Product 83,8.03,5.98
CA-2023-170427,01/05/2024,Standard Class,Corporate,West,Office Supplies,Art,Art Product 40,23.38,18.51
CA-2023-148003,09/27/2024,Second Class,Home Office,East,Office Supplies,Envelopes,Envelopes Product 16,28.86,22.64
CA-2023-105698,04/16/2023,Second Class,Corporate,East,Office Supplies,Fasteners,Fasteners Product 73,65.86,47.63
CA-2023-187234,10/31/2024,Second Class,Home Office,East,Office Supplies,Binders,Binders Product 15,27.48,21.83
CA-2023-106305,10/20/2024,First Class,Home Office,West,Office Supplies,Paper,Paper Product 12,87.24,68.03
CA-2023-126177,10/18/2024,Second Class,Home Office,West,Technology,Machines,Machines Product 89,690.57,518.4
CA-2023-193664,04/30/2023,Same Day,Corporate,Central,Technology,Copiers,Copiers Product 52,407.26,267.85
CA-2023-116260,08/26/2024,Second Class,Consumer,East,Office Supplies,Paper,Paper Product 47,25.22,20.62
CA-2023-168309,02/27/2023,Same Day,Home Office,Central,Furniture,Bookcases,Bookcases Product 40,878.3,748.67
CA-2023-104298,12/12/2023,Standard Class,Consumer,East,Office Supplies,Paper,Paper Product 53,172.54,141.83
CA-2023-116968,04/18/2024,First Class,Corporate,Central,Office Supplies,Art,Art Product 60,122.0,98.15
CA-2023-134393,04/27/2023,Standard Class,Home Office,Central,Office Supplies,Art,Art Product 64,67.83,55.57
CA-2023-141574,05/07/2023,First Class,Corporate,West,Technology,Accessories,Accessories Product 34,1065.83,692.97
CA-2023-186567,01/28/2024,Standard Class,Home Office,West,Furniture,Furnishings,Furnishings Product 63,79.49,70.44
CA-2023-143618,10/02/2024,Standard Class,Corporate,Central,Office Supplies,Binders,Binders Product 17,113.55,83.24
CA-2023-166125,02/27/2023,Standard Class,Corporate,West,Office Supplies,Labels,Labels Product 14,16.87,13.05
CA-2023-149420,09/25/2024,Standard Class,Home Office,West,Office Supplies,Labels,Labels Product 35,80.82,59.76
CA-2023-172920,05/27/2024,Second Class,Corporate,South,Furniture,Chairs,Chairs Product 90,864.79,750.31
CA-2023-175139,04/06/2023,Standard Class,Consumer,Central,Office Supplies,Fasteners,Fasteners Product 13,88.89,67.15
CA-2023-124042,09/29/2024,First Class,Home Office,East,Office Supplies,Envelopes,Envelopes Product 19,21.23,16.05
CA-2023-118279,04/28/2023,Same Day,Consumer,West,Office Supplies,Art,Art Product 71,59.19,43.3
CA-2023-161381,07/13/2024,Second Class,Corporate,East,Office Supplies,Paper,Paper Product 79,63.71,47.19
CA-2023-196143,08/23/2024,Second Class,Consumer,East,Office Supplies,Envelopes,Envelopes Product 96,69.76,57.85
CA-2023-169390,05/02/2024,First Class,Home Office,South,Technology,Machines,Machines Product 45,326.53,234.02
CA-2023-133769,08/25/2023,Standard Class,Consumer,East,Technology,Machines,Machines Product 30,2217.54,1408.03
CA-2023-116806,09/29/2023,Same Day,Corporate,Central,Office Supplies,Binders,Binders Product 45,12.33,9.09
CA-2023-139531,07/08/2023,Same Day,Consumer,South,Office Supplies,Fasteners,Fasteners Product 32,77.11,56.33
CA-2023-158579,12/04/2024,Second Class,Home Office,West,Office Supplies,Binders,Binders Product 11,101.89,80.76
CA-2023-141938,03/22/2024,Standard Class,Corporate,Central,Office Supplies,Envelopes,Envelopes Product 35,44.65,35.81
CA-2023-127386,08/03/2024,Second Class,Home Office,South,Technology,Copiers,Copiers Product 76,943.71,635.15
CA-2023-125416,09/04/2023,First Class,Corporate,West,Office Supplies,Paper,Paper Product 47,57.93,45.94
CA-2023-135739,03/17/2023,Second Class,Consumer,West,Office Supplies,Envelopes,Envelopes Product 25,73.05,56.91
CA-2023-106782,06/03/2023,Standard Class,Consumer,Central,Office Supplies,Binders,Binders Product 48,16.61,12.99
CA-2023-140149,10/17/2024,Standard Class,Home Office,East,Furniture,Bookcases,Bookcases Product 64,265.73,226.25
CA-2023-160410,03/10/2024,First Class,Consumer,East,Office Supplies,Binders,Binders Product 99,119.42,93.01
CA-2023-170122,03/27/2023,First Class,Home Office,East,Furniture,Tables,Tables Product 76,887.18,760.07
CA-2023-104922,11/27/2024,First Class,Home Office,West,Office Supplies,Envelopes,Envelopes Product 72,191.44,146.27
CA-2023-118443,10/12/2023,Standard Class,Corporate,East,Technology,Machines,Machines Product 63,1111.74,818.46
CA-2023-152003,08/08/2023,Same Day,Corporate,West,Office Supplies,Envelopes,Envelopes Product 76,114.55,82.64
CA-2023-152347,03/10/2023,Standard Class,Consumer,Central,Office Supplies,Fasteners,Fasteners Product 15,92.57,76.48
CA-2023-103092,02/16/2023,Same Day,Consumer,Central,Office Supplies,Fasteners,Fasteners Product 29,71.5,57.51
CA-2023-169855,04/04/2023,Same Day,Corporate,East,Furniture,Tables,Tables Product 30,344.37,309.92
CA-2023-106364,03/28/2024,Same Day,Corporate,West,Office Supplies,Binders,Binders Product 36,31.05,23.38
CA-2023-188302,07/23/2023,First Class,Consumer,East,Furniture,Bookcases,Bookcases Product 32,389.34,358.48
CA-2023-103748,08/06/2023,Second Class,Corporate,East,Technology,Accessories,Accessories Product 44,244.61,163.41
CA-2023-104675,04/18/2024,First Class,Corporate,Central,Furniture,Tables,Tables Product 35,431.59,383.4
CA-2023-100287,03/07/2024,Second Class,Home Office,West,Office Supplies,Labels,Labels Product 2,91.65,65.6
CA-2023-114758,12/07/2023,Standard Class,Home Office,Central,Office Supplies,Paper,Paper Product 1,104.79,78.85
CA-2023-190417,07/04/2024,Same Day,Home Office,West,Furniture,Chairs,Chairs Product 75,667.91,634.64
CA-2023-188774,09/03/2024,Second Class,Corporate,South,Technology,Phones,Phones Product 19,1554.11,1012.93
CA-2023-140130,10/16/2023,Same Day,Home Office,Central,Furniture,Furnishings,Furnishings Product 54,143.29,119.95
CA-2023-156997,09/11/2023,Same Day,Consumer,East,Office Supplies,Binders,Binders Product 10,76.71,59.66
CA-2023-151502,12/23/2023,Standard Class,Corporate,East,Office Supplies,Paper,Paper Product 22,130.37,96.61
CA-2023-143169,01/23/2023,Same Day,Corporate,West,Furniture,Tables,Tables Product 12,97.16,83.75
CA-2023-169345,06/05/2024,Same Day,Home Office,West,Office Supplies,Envelopes,Envelopes Product 65,10.13,7.65
CA-2023-126270,04/10/2023,Standard Class,Corporate,West,Office Supplies,Envelopes,Envelopes Product 15,27.19,21.59
CA-2023-193076,06/29/2023,Second Class,Corporate,East,Technology,Copiers,Copiers Product 18,434.4,332.26
CA-2023-106135,08/11/2023,Second Class,Consumer,East,Furniture,Tables,Tables Product 78,819.86,737.95
CA-2023-127564,10/20/2024,Same Day,Corporate,West,Office Supplies,Labels,Labels Product 23,122.97,90.53
CA-2023-176436,03/17/2024,Same Day,Home Office,West,Furniture,Bookcases,Bookcases Product 95,132.24,111.25
CA-2023-184284,08/30/2024,First Class,Corporate,East,Furniture,Furnishings,Furnishings Product 44,336.47,292.65
CA-2023-143116,11/21/2023,First Class,Home Office,Central,Technology,Accessories,Accessories Product 78,3107.43,2078.63
CA-2023-120955,05/30/2024,First Class,Corporate,East,Furniture,Chairs,Chairs Product 87,66.15,60.23
CA-2023-148924,01/16/2023,Second Class,Home Office,West,Technology,Phones,Phones Product 22,2117.41,1440.68
CA-2023-125216,12/02/2023,Same Day,Home Office,East,Office Supplies,Labels,Labels Product 39,78.49,62.89
CA-2023-168111,09/15/2023,First Class,Corporate,West,Technology,Copiers,Copiers Product 58,884.13,666.62
CA-2023-107493,05/11/2024,Same Day,Consumer,Central,Office Supplies,Paper,Paper Product 33,57.73,43.26
CA-2023-147315,06/09/2023,Standard Class,Consumer,Central,Office Supplies,Art,Art Product 19,83.63,68.33
CA-2023-152664,04/19/2024,Second Class,Home Office,West,Office Supplies,Labels,Labels Product 86,105.62,79.13
CA-2023-123154,10/25/2024,Second Class,Home Office,West,Office Supplies,Envelopes,Envelopes Product 28,74.83,57.35
CA-2023-154478,11/20/2024,First Class,Home Office,East,Office Supplies,Art,Art Product 26,175.95,126.12
